wavelength_nm,intensity,y_error
495.89,1072.75,17.46
496.15,1095.30,15.42
496.41,1157.40,19.24
496.67,1257.35,21.41
496.93,1329.35,18.18
497.19,1289.55,18.73
497.46,1177.60,17.75
497.72,1099.05,15.21
497.98,1071.35,18.26
498.24,1062.00,16.53
498.50,1052.25,18.70
498.76,1050.80,18.92
499.02,1050.05,18.86
499.28,1044.45,16.73
499.54,1046.05,16.25
499.80,1050.65,18.49
500.06,1045.90,18.72
500.32,1038.00,17.06
500.58,1039.90,19.14
500.84,1038.70,15.29
501.11,1040.35,19.07
501.37,1038.90,15.04
501.63,1033.85,15.30
501.89,1044.35,17.33
502.15,1041.15,14.91
502.41,1039.30,14.82
502.67,1042.75,14.58
502.93,1045.10,16.84
503.19,1054.50,18.66
503.45,1063.10,14.89
503.71,1059.60,18.06
503.97,1052.60,18.89
504.23,1048.45,15.48
504.49,1050.00,15.38
504.75,1057.35,19.13
505.01,1066.75,19.01
505.27,1077.35,17.61
505.53,1080.15,19.10
505.80,1076.55,15.28
506.06,1057.00,16.71
506.32,1051.00,18.44
506.58,1046.50,15.93
506.84,1042.20,18.44
507.10,1048.25,17.21
507.36,1048.50,18.48
507.62,1050.45,17.02
507.88,1048.20,16.51
508.14,1050.45,15.76
508.40,1049.80,15.70
508.66,1053.05,18.52
508.92,1049.25,15.23
509.18,1055.55,15.10
509.44,1056.30,15.58
509.70,1056.15,15.57
509.96,1056.60,18.93
510.22,1065.65,16.79
510.48,1056.15,19.79
510.74,1062.95,15.42
511.00,1062.15,18.09
511.26,1062.95,17.04
511.52,1059.80,16.72
511.78,1072.40,19.33
512.04,1067.55,19.81
512.30,1066.20,19.26
512.56,1069.85,15.75
512.82,1077.15,15.95
513.08,1083.10,18.27
513.34,1075.20,16.29
513.60,1076.40,18.63
513.86,1078.15,17.76
514.12,1078.80,17.69
514.38,1074.35,19.10
514.64,1073.10,18.48
514.90,1076.25,14.93
515.16,1065.10,14.98
515.42,1067.10,17.86
515.68,1065.25,17.25
515.94,1066.50,16.08
516.20,1066.60,16.91
516.46,1066.60,18.67
516.72,1063.55,19.00
516.98,1063.35,17.62
517.24,1062.50,16.70
517.50,1060.75,16.10
517.76,1072.90,17.49
518.02,1062.80,16.34
518.28,1063.75,17.64
518.54,1066.00,18.24
518.80,1065.95,15.07
519.06,1066.20,14.73
519.32,1060.15,15.79
519.58,1063.70,19.36
519.84,1065.05,18.08
520.10,1064.70,15.61
520.36,1063.10,19.33
520.62,1062.50,17.14
520.88,1056.80,17.13
521.14,1060.60,19.54
521.40,1062.20,15.01
521.66,1064.40,15.83
521.92,1066.20,17.77
522.18,1065.85,15.74
522.44,1066.75,18.26
522.70,1066.90,15.85
522.96,1070.25,15.27
523.22,1068.30,15.82
523.48,1070.55,16.96
523.74,1067.30,15.65
524.00,1072.50,15.47
524.26,1071.35,19.24
524.52,1077.75,16.48
524.78,1070.30,16.63
525.04,1068.45,15.03
525.30,1077.00,16.66
525.56,1071.00,16.14
525.82,1076.10,17.98
526.08,1073.65,15.85
526.34,1076.85,19.44
526.60,1080.15,19.68
526.86,1074.30,15.30
527.12,1082.80,15.40
527.38,1082.45,15.44
527.64,1085.40,18.10
527.90,1083.35,15.48
528.15,1091.60,19.37
528.41,1087.70,18.82
528.67,1091.85,19.20
528.93,1095.50,17.69
529.19,1097.05,20.18
529.45,1100.90,15.18
529.71,1105.85,17.11
529.97,1107.20,16.71
530.23,1108.00,20.02
530.49,1117.35,18.12
530.75,1123.30,19.39
531.01,1123.60,16.00
531.27,1131.40,20.38
531.53,1145.15,17.91
531.79,1152.90,17.94
532.05,1172.65,20.68
532.31,1180.50,17.53
532.57,1194.20,17.72
532.83,1201.80,18.80
533.08,1198.10,16.26
533.34,1201.10,17.34
533.60,1204.35,16.66
533.86,1205.70,16.18
534.12,1209.40,20.41
534.38,1209.80,18.88
534.64,1215.90,17.65
534.90,1218.35,17.95
535.16,1223.20,18.11
535.42,1228.50,19.26
535.68,1235.60,20.95
535.94,1247.70,21.08
536.20,1282.80,18.29
536.46,1302.90,18.07
536.71,1329.30,18.95
536.97,1351.65,19.78
537.23,1385.55,19.39
537.49,1386.60,20.55
537.75,1363.85,19.78
538.01,1343.00,18.28
538.27,1343.50,18.43
538.53,1339.10,18.59
538.79,1352.00,17.03
539.05,1364.65,17.52
539.31,1377.30,20.86
539.57,1387.40,18.97
539.82,1392.25,17.97
540.08,1391.70,20.02
540.34,1404.00,21.25
540.60,1410.20,18.34
540.86,1434.70,21.89
541.12,1444.60,22.57
541.38,1461.70,20.70
541.64,1466.00,21.17
541.90,1487.15,17.56
542.16,1511.45,23.17
542.41,1546.05,19.99
542.67,1583.90,23.56
542.93,1638.70,21.74
543.19,1704.15,18.42
543.45,1798.85,19.13
543.71,1945.45,24.30
543.97,2150.25,24.64
544.23,2302.30,21.44
544.49,2458.25,27.67
544.74,2849.10,30.61
545.00,3368.25,29.99
545.26,3995.55,32.27
545.52,5789.80,33.25
545.78,9275.90,53.38
546.04,16383.00,61.70
546.30,16383.00,72.38
546.56,16383.00,62.52
546.82,16383.00,66.27
547.07,16383.00,60.52
547.33,16383.00,58.38
547.59,16383.00,70.36
547.85,16383.00,64.93
548.11,16383.00,65.71
548.37,16383.00,74.07
548.63,16383.00,74.04
548.89,16383.00,71.93
549.14,16383.00,58.91
549.40,16383.00,66.84
549.66,16383.00,72.37
549.92,16383.00,62.55
550.18,16383.00,57.22
550.44,16383.00,71.06
550.70,16383.00,64.64
550.96,16383.00,66.25
551.21,16383.00,74.40
551.47,16383.00,67.09
551.73,16383.00,63.54
551.99,16383.00,62.46
552.25,16383.00,63.39
552.51,16383.00,57.56
552.77,16383.00,70.75
553.02,16383.00,71.58
553.28,16383.00,60.79
553.54,16383.00,61.17
553.80,16383.00,72.30
554.06,16383.00,55.72
554.32,16383.00,65.40
554.58,13202.70,57.81
554.83,5533.65,40.37
555.09,2125.25,21.62
555.35,1634.30,22.28
555.61,1556.70,19.96
555.87,1526.00,21.26
556.13,1499.35,17.55
556.39,1473.90,19.96
556.64,1458.20,20.23
556.90,1436.60,18.24
557.16,1429.40,17.75
557.42,1416.65,17.97
557.68,1414.35,18.88
557.94,1389.25,17.26
558.19,1372.35,22.14
558.45,1361.00,18.89
558.71,1343.10,21.12
558.97,1334.15,22.00
559.23,1333.25,16.83
559.49,1333.85,20.14
559.74,1337.50,21.43
560.00,1336.35,20.05
560.26,1345.05,18.93
560.52,1341.10,18.91
560.78,1329.75,16.56
561.04,1324.05,19.39
561.29,1311.60,21.94
561.55,1305.85,21.69
561.81,1297.75,16.39
562.07,1302.15,20.22
562.33,1303.45,17.92
562.59,1315.75,21.45
562.84,1319.45,16.55
563.10,1301.10,21.52
563.36,1283.15,20.83
563.62,1267.75,16.65
563.88,1257.10,16.25
564.13,1240.50,20.48
564.39,1246.65,16.73
564.65,1236.00,18.77
564.91,1225.90,20.81
565.17,1216.40,18.81
565.43,1207.45,17.81
565.68,1198.30,18.01
565.94,1192.80,15.87
566.20,1183.05,20.76
566.46,1181.75,17.16
566.72,1185.15,16.52
566.97,1189.30,17.07
567.23,1195.15,20.83
567.49,1208.70,16.15
567.75,1236.50,20.63
568.01,1271.05,20.00
568.26,1290.25,20.84
568.52,1267.55,21.49
568.78,1235.55,20.48
569.04,1217.20,20.90
569.30,1215.05,16.37
569.55,1222.05,20.12
569.81,1231.55,18.80
570.07,1241.05,18.86
570.33,1263.45,21.02
570.59,1275.25,21.52
570.84,1301.00,20.20
571.10,1321.60,19.08
571.36,1340.05,19.05
571.62,1363.35,18.80
571.88,1399.45,18.89
572.13,1438.00,19.31
572.39,1490.50,17.80
572.65,1558.50,18.11
572.91,1641.90,23.05
573.16,1719.45,21.38
573.42,1814.55,25.18
573.68,1892.55,23.52
573.94,1992.05,20.06
574.20,2113.10,21.52
574.45,2269.20,22.63
574.71,2462.65,29.50
574.97,2759.80,24.97
575.23,3177.70,29.32
575.48,3770.00,35.85
575.74,4614.20,39.97
576.00,5894.60,36.27
576.26,7980.90,39.49
576.52,11826.15,49.62
576.77,16383.00,56.48
577.03,16383.00,59.05
577.29,16383.00,66.34
577.55,16383.00,73.04
577.80,16383.00,65.72
578.06,16383.00,67.45
578.32,16383.00,59.18
578.58,16383.00,70.86
578.83,16383.00,67.29
579.09,16383.00,72.10
579.35,16383.00,73.75
579.61,16383.00,62.03
579.86,16383.00,57.01
580.12,16383.00,59.65
580.38,16383.00,63.79
580.64,16383.00,73.69
580.89,16383.00,62.63
581.15,16383.00,70.28
581.41,16383.00,65.79
581.67,16383.00,58.81
581.92,16383.00,61.50
582.18,16383.00,67.99
582.44,16383.00,68.37
582.70,16383.00,63.73
582.95,16383.00,59.71
583.21,16383.00,69.33
583.47,16383.00,58.54
583.73,14889.20,70.13
583.98,12057.30,50.67
584.24,3302.35,26.23
584.50,1835.75,22.41
584.76,1646.85,21.42
585.01,1590.35,20.99
585.27,1549.75,20.29
585.53,1519.85,23.53
585.79,1484.75,20.18
586.04,1465.20,20.01
586.30,1464.00,19.66
586.56,1460.80,17.50
586.82,1447.75,20.58
587.07,1411.60,18.17
587.33,1390.30,20.45
587.59,1368.65,16.87
587.85,1362.35,22.26
588.10,1349.10,19.18
588.36,1332.65,21.54
588.62,1322.40,19.04
588.87,1326.55,16.68
589.13,1348.30,21.23
589.39,1373.95,20.40
589.65,1371.05,21.16
589.90,1337.30,18.87
590.16,1291.70,19.76
590.42,1272.50,20.85
590.67,1257.25,19.47
590.93,1250.40,17.83
591.19,1246.60,19.56
591.45,1238.60,19.56
591.70,1229.90,21.10
591.96,1228.45,17.81
592.22,1223.40,18.07
592.47,1222.55,20.21
592.73,1218.80,18.49
592.99,1216.85,19.75
593.25,1214.50,18.20
593.50,1209.10,16.82
593.76,1211.90,19.76
594.02,1214.65,16.39
594.27,1203.40,16.69
594.53,1205.50,19.06
594.79,1203.25,19.70
595.05,1198.10,20.47
595.30,1194.45,17.03
595.56,1192.30,16.13
595.82,1177.65,20.64
596.07,1180.15,16.29
596.33,1169.30,16.46
596.59,1169.25,16.96
596.84,1163.45,18.21
597.10,1158.75,20.09
597.36,1148.45,19.35
597.62,1150.75,19.08
597.87,1148.75,16.20
598.13,1145.20,17.16
598.39,1146.90,17.82
598.64,1138.05,15.98
598.90,1139.15,16.66
599.16,1141.20,16.86
599.41,1133.85,15.84
599.67,1133.85,18.11
599.93,1129.55,18.90
600.18,1128.90,15.50
600.44,1125.90,17.68
600.70,1124.85,19.27
600.96,1122.60,19.07
601.21,1124.15,19.44
601.47,1123.80,17.49
601.73,1122.85,19.46
601.98,1120.45,16.36
602.24,1114.50,16.95
602.50,1118.90,16.00
602.75,1119.35,17.56
603.01,1115.55,17.13
603.27,1120.10,16.36
603.52,1121.20,19.08
603.78,1117.85,16.73
604.04,1114.45,16.49
604.29,1113.15,15.72
604.55,1108.90,17.33
604.81,1108.95,16.61
605.06,1109.65,16.96
605.32,1108.40,16.25
605.58,1109.85,19.05
605.83,1107.45,19.91
606.09,1108.15,17.63
606.35,1111.60,18.43
606.60,1111.10,19.61
606.86,1112.10,20.32
607.12,1121.90,18.35
607.37,1144.30,20.01
607.63,1172.55,20.34
607.89,1171.25,19.70
608.14,1146.90,17.72
608.40,1116.55,15.48
608.66,1114.15,15.12
608.91,1105.25,17.50
609.17,1105.70,17.60
609.43,1106.25,17.14
609.68,1102.05,17.96
609.94,1098.55,17.85
610.20,1107.60,19.42
610.45,1107.65,15.57
610.71,1100.20,16.13
610.96,1108.55,19.20
611.22,1104.65,19.46
611.48,1104.80,20.23
611.73,1110.00,19.63
611.99,1115.60,19.77
612.25,1135.80,16.86
612.50,1173.20,17.59
612.76,1204.05,17.07
613.02,1177.40,18.74
613.27,1122.90,20.09
613.53,1104.80,16.80
613.79,1095.40,17.85
614.04,1095.80,16.48
614.30,1096.95,15.82
614.55,1099.40,15.97
614.81,1097.45,15.23
615.07,1090.30,19.87
615.32,1091.20,17.01
615.58,1095.30,19.31
615.84,1090.15,18.46
616.09,1089.90,15.89
616.35,1090.20,15.80
616.61,1089.20,19.14
616.86,1093.00,16.29
617.12,1092.05,19.70
617.37,1091.05,15.62
617.63,1092.55,18.46
617.89,1090.70,19.17
618.14,1091.20,16.13
618.40,1088.80,16.32
618.66,1092.85,19.97
618.91,1088.50,16.26
619.17,1092.65,17.16
619.42,1086.35,17.13
619.68,1091.30,16.22
619.94,1089.20,18.95
620.19,1093.00,18.96
620.45,1098.60,16.93
620.70,1095.70,19.32
620.96,1088.25,15.99
621.22,1087.10,14.89
621.47,1089.35,17.88
621.73,1095.15,20.15
621.99,1091.40,15.09
622.24,1098.25,16.03
622.50,1102.85,17.70
622.75,1111.40,19.31
623.01,1140.85,15.68
623.27,1178.65,17.59
623.52,1230.65,19.91
623.78,1279.55,18.16
624.03,1252.80,16.95
624.29,1187.20,16.56
624.55,1136.60,17.37
624.80,1114.60,17.58
625.06,1104.50,19.53
625.31,1098.40,18.32
625.57,1098.25,18.57
625.83,1096.70,20.10
626.08,1097.70,17.10
626.34,1095.30,17.04
626.59,1090.80,19.74
626.85,1089.25,16.17
627.11,1088.70,18.70
627.36,1091.45,18.86
627.62,1085.20,15.36
627.87,1087.55,17.32
628.13,1090.90,15.94
628.39,1088.85,15.85
628.64,1081.95,17.26
628.90,1083.40,16.35
629.15,1087.10,19.04
629.41,1082.45,19.58
629.66,1082.70,19.04
629.92,1084.55,16.24
630.18,1085.05,16.29
630.43,1082.80,16.17
630.69,1081.25,15.53
630.94,1085.00,19.80
631.20,1083.95,16.95
631.46,1090.90,16.07
631.71,1088.15,19.31
631.97,1080.90,16.91
632.22,1082.35,15.02
632.48,1083.30,15.69
632.73,1084.15,18.19
632.99,1083.55,18.94
633.25,1079.60,15.92
633.50,1085.30,19.66
633.76,1080.65,19.27
634.01,1084.05,19.29
634.27,1086.00,16.05
634.52,1084.65,15.11
634.78,1084.60,19.39
635.04,1086.70,16.46
635.29,1081.45,18.06
635.55,1083.40,18.82
635.80,1077.10,15.47
636.06,1088.90,18.97
636.31,1087.90,19.79
636.57,1085.65,18.67
636.83,1080.80,17.13
637.08,1079.50,19.40
637.34,1084.35,17.61
637.59,1080.30,18.71
637.85,1080.45,19.11
638.10,1080.70,18.74
638.36,1080.65,16.33
638.61,1078.80,15.43
638.87,1082.40,16.08
639.13,1086.35,17.49
639.38,1083.15,17.48
639.64,1078.85,17.85
639.89,1080.15,16.88
640.15,1085.45,18.98
640.40,1080.55,19.60
640.66,1080.70,16.11
640.91,1078.45,18.66
641.17,1080.40,18.37
641.42,1081.80,17.57
641.68,1081.90,15.82
641.94,1072.85,18.92
642.19,1074.80,19.80
642.45,1080.15,18.59
642.70,1079.60,19.61
642.96,1075.20,19.92
643.21,1077.95,16.64
643.47,1079.50,18.15
643.72,1077.30,17.27
643.98,1077.70,19.96
644.23,1075.50,15.28
644.49,1079.45,16.97
644.75,1075.45,19.36
645.00,1073.95,16.26
645.26,1074.30,18.89
645.51,1071.40,16.76
645.77,1074.85,19.90
646.02,1073.45,19.38
646.28,1077.55,16.38
646.53,1073.95,18.79
646.79,1074.65,16.54
647.04,1074.05,17.94
647.30,1074.95,18.22
647.55,1071.80,19.09
647.81,1073.95,14.91
648.06,1074.60,15.93
648.32,1075.40,18.50
648.57,1072.00,17.70
648.83,1074.80,17.37
649.09,1074.70,15.07
649.34,1070.75,16.57
649.60,1071.15,19.27
649.85,1075.45,14.95
650.11,1071.00,16.82
650.36,1074.10,19.71
650.62,1070.90,15.02
650.87,1071.05,18.66
651.13,1068.95,16.09
651.38,1072.55,19.29
651.64,1071.80,18.65
651.89,1069.45,19.36
652.15,1069.60,15.87
652.40,1068.55,17.51
652.66,1070.35,18.81
652.91,1067.50,16.01
653.17,1067.55,15.94
653.42,1069.40,14.89
653.68,1072.30,19.76
653.93,1068.20,18.43
654.19,1064.80,18.02
654.44,1068.25,18.61
654.70,1070.90,17.53
654.95,1067.65,17.21
655.21,1068.60,17.08
655.46,1067.05,18.06
655.72,1068.15,15.79
655.97,1067.45,19.35
656.23,1064.65,18.93
656.48,1066.75,16.55
656.74,1064.80,17.72
656.99,1070.15,15.49
657.25,1063.45,19.76
657.50,1068.00,19.44
657.76,1063.30,19.49
658.01,1062.50,16.43
658.27,1060.50,15.57
658.52,1065.50,15.82
658.78,1061.60,15.16
659.03,1065.05,15.34
659.29,1064.10,15.08
659.54,1062.10,19.84
659.80,1064.60,15.10
660.05,1064.75,15.41
660.31,1058.95,18.97
660.56,1061.85,17.71
660.82,1060.80,18.71
661.07,1060.50,17.96
661.33,1064.70,19.30
661.58,1058.55,17.98
661.84,1059.20,17.39
662.09,1061.20,18.39
662.35,1061.40,17.02
662.60,1061.10,16.49
662.86,1061.75,17.12
663.11,1058.45,15.56
663.36,1060.40,18.82
663.62,1057.45,16.02
663.87,1054.20,15.44
664.13,1056.30,15.94
664.38,1060.05,19.05
664.64,1057.55,16.38
664.89,1055.95,18.21
665.15,1055.35,19.09
665.40,1059.30,15.09
665.66,1057.05,18.63
665.91,1053.20,16.23
666.17,1057.35,15.79
666.42,1051.95,18.19
666.68,1052.25,19.34
666.93,1056.25,16.19
667.19,1058.95,17.63
667.44,1051.45,16.13
667.70,1052.90,17.50
667.95,1051.80,17.85
668.20,1053.30,17.80
668.46,1052.75,17.86
668.71,1053.15,15.34
668.97,1050.65,18.21
669.22,1052.30,18.12
669.48,1047.70,18.13
669.73,1054.85,15.04
669.99,1051.60,16.94
670.24,1050.95,16.74
670.50,1049.25,15.06
670.75,1062.45,15.86
671.00,1070.75,17.05
671.26,1095.75,18.83
671.51,1149.10,16.53
671.77,1192.85,20.08
672.02,1184.40,18.46
672.28,1108.75,19.03
672.53,1065.25,17.18
672.79,1053.90,17.23
673.04,1049.20,17.81
673.30,1047.10,19.39
673.55,1048.00,17.14
673.80,1047.60,17.33
674.06,1046.40,17.70
674.31,1043.25,18.37
674.57,1047.90,14.98
674.82,1044.50,17.24
675.08,1042.30,17.05
675.33,1039.15,19.28
675.59,1042.50,17.11
675.84,1044.70,17.00
676.09,1039.70,19.50
676.35,1048.00,16.93
676.60,1043.95,15.51
676.86,1044.90,15.70
677.11,1046.95,15.09
677.37,1039.50,14.56
677.62,1044.15,16.81
677.87,1041.35,18.52
678.13,1041.60,18.34
678.38,1036.10,14.69
678.64,1036.35,17.46
678.89,1040.40,15.35
679.15,1040.35,19.39
679.40,1041.05,15.42
679.65,1040.50,17.78
679.91,1035.95,16.20
680.16,1037.30,17.83
680.42,1034.10,16.63
680.67,1037.85,18.44
680.93,1035.75,15.71
681.18,1034.85,19.16
681.43,1033.15,17.07
681.69,1032.80,18.38
681.94,1036.85,18.89
682.20,1031.20,19.61
682.45,1039.70,15.70
682.71,1034.60,15.99
682.96,1034.20,15.80
683.21,1031.95,15.85
683.47,1034.65,17.51
683.72,1033.90,19.61
683.98,1036.90,19.62
684.23,1036.40,17.23
684.48,1034.85,17.80
684.74,1030.30,18.89
684.99,1035.20,19.31
685.25,1031.10,15.54
685.50,1032.80,17.21
685.76,1030.10,18.75
686.01,1033.45,16.07
686.26,1029.70,16.74
686.52,1032.20,19.55
686.77,1031.10,19.54
687.03,1036.85,19.18
687.28,1035.45,18.62
687.53,1035.10,15.90
687.79,1038.20,16.19
688.04,1039.80,17.37
688.30,1043.50,17.46
688.55,1043.55,17.18
688.80,1055.25,17.95
689.06,1064.75,16.84
689.31,1072.65,18.67
689.57,1087.50,16.62
689.82,1116.15,16.81
690.07,1186.95,16.19
690.33,1362.65,17.64
690.58,1698.10,23.88
690.84,2059.85,23.31
691.09,2120.90,22.07
691.34,1795.00,23.91
691.60,1458.35,20.42
691.85,1272.25,16.13
692.11,1171.80,17.12
692.36,1116.55,15.99
692.61,1090.25,18.33
692.87,1065.50,16.15
693.12,1055.80,15.00
693.38,1042.90,14.86
693.63,1045.00,17.58
693.88,1038.70,14.66
694.14,1033.95,18.86
694.39,1031.65,15.30
694.64,1030.35,17.59
694.90,1026.60,16.74
695.15,1028.60,16.74
695.41,1025.10,14.82
695.66,1025.00,18.55
695.91,1023.00,19.00
696.17,1025.20,14.51
696.42,1019.30,15.33
696.68,1022.05,19.04
696.93,1021.90,17.24
697.18,1024.05,15.22
697.44,1019.25,15.45
697.69,1022.60,17.80
697.94,1019.70,18.11
698.20,1021.50,17.49
698.45,1022.30,19.30
698.71,1020.10,16.94
698.96,1021.85,15.97
699.21,1016.80,16.83
699.47,1016.45,16.23
699.72,1018.15,15.55
699.97,1017.05,14.64
700.23,1019.15,16.21
700.48,1019.80,18.04
700.73,1020.50,14.52
700.99,1016.25,16.63
701.24,1017.10,17.68
701.50,1015.05,17.49
701.75,1017.10,18.35
702.00,1012.85,18.49
702.26,1018.35,18.03
702.51,1014.30,14.91
702.76,1009.70,16.76
703.02,1007.30,17.39
703.27,1015.00,15.64
703.52,1008.40,14.56
703.78,1014.70,15.52
704.03,1013.90,16.69
704.29,1015.55,16.50
704.54,1009.45,15.25
704.79,1017.15,18.60
705.05,1013.65,19.08
705.30,1010.90,15.38
705.55,1011.10,19.08
705.81,1015.35,14.48
706.06,1012.80,19.07
706.31,1014.10,19.22
706.57,1012.40,14.43
706.82,1015.10,18.27
707.07,1017.45,19.34
707.33,1023.95,19.07
707.58,1060.70,19.72
707.83,1131.55,18.09
708.09,1238.80,16.24
708.34,1304.35,21.06
708.60,1257.55,19.37
708.85,1168.50,18.71
709.10,1139.10,17.43
709.36,1130.65,18.20
709.61,1092.00,15.70
709.86,1052.40,18.46
710.12,1028.55,14.86
710.37,1013.60,18.08
710.62,1008.45,18.65
710.88,1005.95,16.72
711.13,1004.40,16.90
711.38,1003.50,15.89
711.64,1005.50,19.23
711.89,1010.25,18.07
712.14,1006.75,16.20
712.40,994.80,15.13
712.65,997.75,15.38
712.90,995.50,16.59
713.16,997.15,19.02
713.41,998.65,17.98
713.66,999.70,15.37
713.92,1001.20,18.64
714.17,995.00,16.16
714.42,996.30,18.55
714.68,998.10,15.49
714.93,995.65,17.37
715.18,992.65,18.90
715.44,996.45,15.56
715.69,997.10,17.76
715.94,989.65,19.18
716.20,990.95,14.99
716.45,989.55,14.66
716.70,989.35,17.60
716.96,987.60,15.91
717.21,993.80,14.61
717.46,993.05,16.63
717.72,997.25,18.07
717.97,990.55,15.66
718.22,983.05,15.85
718.47,989.45,18.46
718.73,989.45,16.83
718.98,990.50,18.46
719.23,981.70,16.40
719.49,986.65,18.98
719.74,982.95,17.43
719.99,987.75,14.79
720.25,983.15,18.60
720.50,985.80,16.64
720.75,986.40,14.91
721.01,984.55,14.95
721.26,983.70,17.62
721.51,983.20,14.41
721.77,984.30,15.62
722.02,984.20,14.88
722.27,983.60,16.39
722.52,985.35,16.27
722.78,982.10,16.78
723.03,981.75,15.56
723.28,983.85,14.34
723.54,980.50,17.23
723.79,984.45,16.06
724.04,985.25,17.45
724.30,981.15,14.71
724.55,980.80,14.23
724.80,983.20,15.42
725.06,980.30,16.44
725.31,979.20,16.12
725.56,981.05,18.21
725.81,980.50,16.05
726.07,982.25,16.82
726.32,975.15,17.08
726.57,977.90,14.25
726.83,972.90,16.67
727.08,977.55,15.86
727.33,976.35,16.23
727.59,977.60,14.64
727.84,978.20,18.05
728.09,977.05,18.84
728.34,971.75,14.21
728.60,974.05,17.11
728.85,976.65,17.94
729.10,975.50,15.54
729.36,971.90,18.02
729.61,972.65,17.25
729.86,971.45,18.72
730.11,972.55,18.99
730.37,970.00,14.30
730.62,975.65,16.34
730.87,970.30,16.81
731.13,970.15,14.82
731.38,971.10,15.77
731.63,969.05,18.99
731.88,965.90,14.14
732.14,968.35,16.32
732.39,970.50,18.28
732.64,975.80,15.74
732.90,968.80,16.46
733.15,967.70,18.93
733.40,959.00,16.36
733.65,964.40,14.70
733.91,964.30,14.30
734.16,965.80,18.75
734.41,964.25,15.37
734.67,965.00,16.55
734.92,964.40,14.50
735.17,962.70,16.14
735.42,962.00,18.64
735.68,966.90,16.56
735.93,968.65,18.90
736.18,964.50,15.33
736.43,961.60,16.53
736.69,965.55,18.32
736.94,966.50,16.29
737.19,965.85,15.44
737.44,964.55,18.29
737.70,965.85,15.99
737.95,963.70,16.67
738.20,960.85,18.86
738.46,959.80,14.94
738.71,956.50,15.48
738.96,957.35,14.15
739.21,958.65,15.95
739.47,955.50,14.98
739.72,957.30,17.36
739.97,954.60,14.88
740.22,955.70,17.32
740.48,951.20,15.26
740.73,952.95,15.72
740.98,954.80,15.70
741.23,956.55,17.53
741.49,953.30,16.27
741.74,951.85,15.74
741.99,951.30,18.16
742.24,958.45,16.84
742.50,954.45,15.04
742.75,951.00,18.39
743.00,948.90,15.63
743.26,949.00,14.13
743.51,949.90,16.38
743.76,953.70,14.59
744.01,952.20,15.14
744.27,950.65,17.63
744.52,952.65,14.61
744.77,947.25,17.90
745.02,953.05,18.59
745.28,951.85,16.95
745.53,949.25,17.44
745.78,952.15,17.48
746.03,949.45,18.83
746.29,953.65,15.66
746.54,948.20,14.74
746.79,948.65,16.49
747.04,945.20,16.54
747.29,947.80,14.81
747.55,941.55,16.90
747.80,947.25,14.00
748.05,942.75,18.45
748.30,948.15,15.24
748.56,943.65,14.10
748.81,943.60,14.44
749.06,947.65,15.11
749.31,948.25,15.28
749.57,946.80,14.09
749.82,946.05,15.29
750.07,945.60,14.87
750.32,948.35,15.80
750.58,942.75,15.79
750.83,946.40,15.59
751.08,944.25,15.52
751.33,941.70,14.33
751.59,944.50,14.04
751.84,942.70,14.89
752.09,941.30,17.60
752.34,943.30,18.76
752.59,943.85,18.46
752.85,941.95,16.37
753.10,946.65,16.54
753.35,942.30,15.44
753.60,941.35,17.68
753.86,941.60,17.64
754.11,939.35,18.01
754.36,940.60,18.27
754.61,943.25,16.03
754.87,939.50,17.63
755.12,939.50,17.83
755.37,940.65,15.40
755.62,941.85,18.45
755.87,937.85,14.33
756.13,938.55,18.74
756.38,941.35,17.66
756.63,934.25,14.30
756.88,938.50,17.08
757.14,936.60,14.02
757.39,935.95,17.62
757.64,932.40,17.73
757.89,933.85,16.78
758.14,934.35,18.03
758.40,936.20,14.33
758.65,932.20,15.17
758.90,935.95,15.88
759.15,934.90,14.05
759.40,937.40,16.06
759.66,935.00,15.14
759.91,933.35,15.75
760.16,938.30,15.95
760.41,933.20,18.13
760.67,934.60,15.16
760.92,937.15,18.23
761.17,937.05,15.94
761.42,933.40,15.44
761.67,932.30,16.28
761.93,929.35,15.84
762.18,933.80,15.09
762.43,927.25,16.24
762.68,932.80,14.57
762.93,932.15,15.54
763.19,933.10,16.59
763.44,932.10,15.84
763.69,931.90,17.84
763.94,929.00,15.05
764.19,932.55,18.56
764.45,933.60,17.67
764.70,931.30,18.54
764.95,931.70,17.91
765.20,927.20,14.48
765.45,931.40,16.39
765.71,928.05,14.62
765.96,924.75,17.75
766.21,928.30,16.64
766.46,932.55,15.11
766.71,931.10,18.35
766.97,928.65,14.36
767.22,930.40,16.56
767.47,928.10,17.31
767.72,928.90,14.09
767.97,934.55,16.76
768.23,925.10,17.74
768.48,920.15,14.07
768.73,921.75,16.24
768.98,925.30,15.04
769.23,920.10,16.96
769.49,921.35,14.33
769.74,922.60,18.31
769.99,923.60,18.11
770.24,920.55,14.65
770.49,925.45,15.35
770.75,920.85,16.60
771.00,923.30,17.25
771.25,924.85,15.93
771.50,931.55,14.58
771.75,930.15,14.32
772.00,935.80,18.74
772.26,949.75,16.19
772.51,985.10,18.56
772.76,1027.10,16.93
773.01,1026.10,19.17
773.26,999.60,14.73
773.52,969.85,14.65
773.77,944.00,18.47
774.02,933.55,18.46
774.27,924.55,15.30
774.52,919.90,15.46
774.77,920.15,15.94
775.03,915.05,15.72
775.28,918.40,14.65
775.53,916.95,18.07
